지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),해면기압(hPa)
108,서울,2021-03-08 14:00,12.9,,2.1,230,34,1025.6
108,서울,2021-03-08 15:00,13.3,,1.8,320,33,1025
108,서울,2021-03-08 16:00,13.5,,2.7,250,34,1025.2
108,서울,2021-03-08 17:00,11.8,,4,270,46,1025.3
108,서울,2021-03-08 18:00,10.5,,3.3,270,47,1025.5
108,서울,2021-03-08 19:00,9.3,,2.7,290,40,1025.8
108,서울,2021-03-08 20:00,8.3,,1.2,160,35,1026.1
108,서울,2021-03-08 21:00,7.4,,2,270,50,1026.2
108,서울,2021-03-08 22:00,6.5,,1.5,290,55,1025.7
108,서울,2021-03-08 23:00,5.5,,.7,290,58,1025.9
108,서울,2021-03-09 00:00,4.8,,1.8,270,61,1026
108,서울,2021-03-09 01:00,4.7,,2.8,250,61,1026
108,서울,2021-03-09 02:00,4.1,,.7,270,63,1025.9
108,서울,2021-03-09 03:00,3.7,,.9,290,67,1025.8
108,서울,2021-03-09 04:00,2.8,,1.9,270,69,1025.6
108,서울,2021-03-09 05:00,2.4,,1.9,270,69,1025.8
108,서울,2021-03-09 06:00,2.5,,2.5,270,72,1026.1
108,서울,2021-03-09 07:00,2.4,,1,50,73,1026.4
108,서울,2021-03-09 08:00,2.9,,1.2,50,67,1026.7
108,서울,2021-03-09 09:00,4.8,,1.5,50,64,1026.7
108,서울,2021-03-09 10:00,7.4,,.7,110,58,1026.6
108,서울,2021-03-09 11:00,9,,2.7,250,46,1026.1
108,서울,2021-03-09 12:00,9.7,,2.3,320,43,1025.8
108,서울,2021-03-09 13:00,11.4,,2.2,230,38,1025
108,서울,2021-03-09 14:00,11.8,,3.1,250,33,1024.1
108,서울,2021-03-09 15:00,11.7,,3.5,290,39,1023.7
108,서울,2021-03-09 16:00,12,,2.8,250,40,1023.8
108,서울,2021-03-09 17:00,11.3,,3.7,250,38,1024
108,서울,2021-03-09 18:00,9.1,,3.5,270,33,1024.7
108,서울,2021-03-09 19:00,7.3,,2.8,270,50,1025.7
108,서울,2021-03-09 20:00,6.5,,2.8,250,59,1026.2
108,서울,2021-03-09 21:00,6,,2.3,250,67,1026.3
108,서울,2021-03-09 22:00,5.7,,2.2,250,74,1027.1
108,서울,2021-03-09 23:00,5.2,,1.7,250,77,1027.4
108,서울,2021-03-10 00:00,4.9,,1.6,270,83,1027.4
108,서울,2021-03-10 01:00,4.3,,1.7,340,84,1027.4
108,서울,2021-03-10 02:00,3.9,,.5,250,87,1027.9
108,서울,2021-03-10 03:00,3.6,,.4,0,87,1027.7
108,서울,2021-03-10 04:00,3.2,,.1,0,90,1027.7
108,서울,2021-03-10 05:00,2.9,,.2,0,90,1027.9
108,서울,2021-03-10 06:00,2.1,,2.3,50,87,1028.6
108,서울,2021-03-10 07:00,1.8,,2.6,20,85,1029.2
108,서울,2021-03-10 08:00,2.2,,1.6,50,86,1030
108,서울,2021-03-10 09:00,4.8,,2.4,50,79,1030.6
108,서울,2021-03-10 10:00,7.6,,2,70,64,1030.6
108,서울,2021-03-10 11:00,10,,2.6,70,52,1030.2
108,서울,2021-03-10 12:00,12.3,,1.4,90,44,1029.3
108,서울,2021-03-10 13:00,13.9,,3.1,70,40,1028.6
108,서울,2021-03-10 14:00,15.1,,2.6,50,34,1027.3
108,서울,2021-03-10 15:00,16.4,,2.2,50,30,1026.5
108,서울,2021-03-10 16:00,17,,2,180,32,1026.4
108,서울,2021-03-10 17:00,16.3,,1.7,250,31,1026.2
108,서울,2021-03-10 18:00,14.1,,3.3,270,42,1026.4
108,서울,2021-03-10 19:00,11.7,,2.6,250,51,1027.1
108,서울,2021-03-10 20:00,10.7,,1.8,270,58,1027.8
108,서울,2021-03-10 21:00,9.9,,2.1,270,59,1028.4
108,서울,2021-03-10 22:00,9,,2.2,250,58,1028.3
108,서울,2021-03-10 23:00,8.1,,1.1,250,61,1028.7
108,서울,2021-03-11 00:00,7.1,,1.5,270,66,1028.3
108,서울,2021-03-11 01:00,6.5,,1.4,290,69,1028.1
108,서울,2021-03-11 02:00,6.2,,1,360,70,1028
108,서울,2021-03-11 03:00,5.9,,.1,0,71,1027.9
108,서울,2021-03-11 04:00,5.7,,.9,50,72,1027.7
108,서울,2021-03-11 05:00,5.2,,.2,0,75,1028.1
108,서울,2021-03-11 06:00,4.8,,.8,250,77,1028.7
108,서울,2021-03-11 07:00,4.8,,1,20,80,1028.6
108,서울,2021-03-11 08:00,5,,1.5,50,79,1029.3
108,서울,2021-03-11 09:00,6.7,,2.1,20,75,1029.5
108,서울,2021-03-11 10:00,9.5,,1.7,50,63,1029.1
108,서울,2021-03-11 11:00,11.7,,1.9,70,51,1028.3
108,서울,2021-03-11 12:00,13.7,,1.4,180,40,1027.2
108,서울,2021-03-11 13:00,15.2,,1.7,230,36,1026.1
108,서울,2021-03-11 14:00,16.1,,1.5,270,30,1024.6
108,서울,2021-03-11 15:00,16.9,,2.4,230,26,1024.1
108,서울,2021-03-11 16:00,16.5,,3.1,250,23,1023.7
108,서울,2021-03-11 17:00,14.2,,4.4,270,37,1023.7
108,서울,2021-03-11 18:00,12.9,,2.3,250,39,1023.4
108,서울,2021-03-11 19:00,12,,3.2,250,45,1023.6
108,서울,2021-03-11 20:00,11.6,,3.1,290,38,1023.5
108,서울,2021-03-11 21:00,11,,2.1,270,34,1023.4
108,서울,2021-03-11 22:00,10.5,,1.6,200,37,1023.3
108,서울,2021-03-11 23:00,10.1,,2.1,270,41,1023.1
108,서울,2021-03-12 00:00,9.9,,.5,270,44,1022.3
108,서울,2021-03-12 01:00,9.5,,.6,20,47,1021.8
108,서울,2021-03-12 02:00,9.6,,1,290,48,1021.6
108,서울,2021-03-12 03:00,9.6,,1.4,290,49,1021.6
108,서울,2021-03-12 04:00,9.4,,1.1,340,50,1021.5
108,서울,2021-03-12 05:00,9.5,,1.9,230,52,1021.7
108,서울,2021-03-12 06:00,9.2,,.9,180,57,1022
108,서울,2021-03-12 07:00,9,,1.5,270,57,1021.7
108,서울,2021-03-12 08:00,8.9,,1,270,57,1022
108,서울,2021-03-12 09:00,9.8,0,1.6,50,54,1022
108,서울,2021-03-12 10:00,10.7,,.8,200,52,1021.8
108,서울,2021-03-12 11:00,12.3,,1.1,200,46,1021.6
108,서울,2021-03-12 12:00,13.8,,2.1,90,42,1021.4
108,서울,2021-03-12 13:00,14.8,,2,110,41,1021.1
108,서울,2021-03-12 14:00,12.9,,4.8,70,57,1021.2
108,서울,2021-03-12 15:00,12.4,0,3.4,50,64,1021
108,서울,2021-03-12 16:00,12.5,,3.4,50,59,1020.8
108,서울,2021-03-12 17:00,12.8,,3.6,20,58,1020.8
108,서울,2021-03-12 18:00,12.4,0,3.9,50,57,1020.8
108,서울,2021-03-12 19:00,11.3,,4.4,20,62,1021.8
108,서울,2021-03-12 20:00,10.3,,2.9,50,64,1022.7
108,서울,2021-03-12 21:00,9.4,,3,50,65,1023.2
108,서울,2021-03-12 22:00,8.4,,3.3,50,68,1023.5
108,서울,2021-03-12 23:00,7.7,,2.3,50,68,1023.5
108,서울,2021-03-13 00:00,7.2,,1.8,70,68,1023.5
108,서울,2021-03-13 01:00,6.8,,2.7,50,70,1023.3
108,서울,2021-03-13 02:00,6.4,,1.8,90,71,1023.2
108,서울,2021-03-13 03:00,6,,1.3,70,73,1023
108,서울,2021-03-13 04:00,5.4,,.9,250,77,1022.8
108,서울,2021-03-13 05:00,5.2,,2.3,50,77,1022.9
108,서울,2021-03-13 06:00,5,,2.1,20,79,1023.4
108,서울,2021-03-13 07:00,4.6,,1.8,50,79,1023.5
108,서울,2021-03-13 08:00,5.6,,1.6,70,79,1023.7
108,서울,2021-03-13 09:00,7.5,,1.3,90,70,1023.8
108,서울,2021-03-13 10:00,9.4,,2.2,70,59,1023.5
108,서울,2021-03-13 11:00,11.1,,1.5,20,51,1022.8
108,서울,2021-03-13 12:00,12.1,,1.5,290,45,1022.5
108,서울,2021-03-13 13:00,13.4,,2.3,270,45,1021.7
108,서울,2021-03-13 14:00,14,,3,270,42,1020.5
108,서울,2021-03-13 15:00,13.7,,3.5,290,43,1019.9
108,서울,2021-03-13 16:00,13.8,,3.2,290,45,1019.7
108,서울,2021-03-13 17:00,13.1,,3.5,250,50,1019.7
108,서울,2021-03-13 18:00,11.5,,2.7,250,55,1019.8
108,서울,2021-03-13 19:00,10.3,,3,250,60,1019.8
108,서울,2021-03-13 20:00,9.9,,3,270,62,1019.8
108,서울,2021-03-13 21:00,9.6,,3,270,64,1020
108,서울,2021-03-13 22:00,9.2,,1.4,230,66,1019.9
108,서울,2021-03-13 23:00,8.4,,2.2,270,70,1020.1
108,서울,2021-03-14 00:00,7.8,,2,270,73,1020.2
108,서울,2021-03-14 01:00,7.3,,1.8,250,76,1019.9
108,서울,2021-03-14 02:00,6.9,,2.5,250,79,1019.9
108,서울,2021-03-14 03:00,6.3,,1.3,250,81,1019.7
108,서울,2021-03-14 04:00,6,,2,250,85,1019.4
108,서울,2021-03-14 05:00,5.5,,1.9,270,86,1019.7
108,서울,2021-03-14 06:00,5.4,,1.1,270,88,1020.1
108,서울,2021-03-14 07:00,5,,1.3,270,89,1020.7
108,서울,2021-03-14 08:00,5.2,,1.4,250,91,1021.2
108,서울,2021-03-14 09:00,6.6,,1.7,250,88,1021.7
108,서울,2021-03-14 10:00,8.5,,2.6,200,80,1021.8
108,서울,2021-03-14 11:00,10.4,,1.8,250,70,1021.6
108,서울,2021-03-14 12:00,11.9,,2.4,250,65,1021.3
108,서울,2021-03-14 13:00,12.9,,3.7,250,59,1020.9
108,서울,2021-03-14 14:00,13.7,,2.6,250,56,1019.8
108,서울,2021-03-14 15:00,14.4,,3.3,200,49,1019.1
108,서울,2021-03-14 16:00,14.6,,2.3,250,50,1018.8
108,서울,2021-03-14 17:00,13.8,,3,230,51,1018.8
108,서울,2021-03-14 18:00,11.9,,3.5,270,59,1019.1
108,서울,2021-03-14 19:00,10.4,,3,250,64,1019.4
108,서울,2021-03-14 20:00,9.5,,3,270,69,1019.7
108,서울,2021-03-14 21:00,9,,1.9,270,68,1019.6
108,서울,2021-03-14 22:00,8.7,,1.6,270,68,1019.5
108,서울,2021-03-14 23:00,8.5,,2.1,270,71,1019.9
108,서울,2021-03-15 00:00,7.6,,.9,270,73,1019.9
108,서울,2021-03-15 01:00,7,,.9,270,75,1019.2
108,서울,2021-03-15 02:00,6.7,,.6,320,78,1019
108,서울,2021-03-15 03:00,6.4,,.9,290,81,1019.4
108,서울,2021-03-15 04:00,5.9,,.7,290,82,1019.1
108,서울,2021-03-15 05:00,5.6,,1,50,83,1019.1
108,서울,2021-03-15 06:00,5.2,,2.3,50,84,1018.7
108,서울,2021-03-15 07:00,5.1,,2,50,87,1018.9
108,서울,2021-03-15 08:00,6,,2.1,50,86,1019.1
108,서울,2021-03-15 09:00,7.6,,2,50,80,1019.4
108,서울,2021-03-15 10:00,9.5,,1.8,50,72,1019.1
108,서울,2021-03-15 11:00,12,,2.3,200,60,1018.4
108,서울,2021-03-15 12:00,13.3,,2.6,200,54,1017.6
108,서울,2021-03-15 13:00,14.4,,2.9,230,49,1016.4
108,서울,2021-03-15 14:00,14.8,,2.9,200,45,1015
108,서울,2021-03-15 15:00,15.6,,2.4,230,43,1014.1
108,서울,2021-03-15 16:00,15.4,,2.8,230,41,1014.2
108,서울,2021-03-15 17:00,14.9,,3.4,200,40,1013.8
108,서울,2021-03-15 18:00,13.7,,3.4,200,49,1013.7
108,서울,2021-03-15 19:00,12.9,,3.2,200,51,1013.6
108,서울,2021-03-15 20:00,12.7,,3.4,230,57,1013.2
108,서울,2021-03-15 21:00,12.6,,3.9,230,65,1013.8
108,서울,2021-03-15 22:00,12.3,,4.2,230,71,1013.5
108,서울,2021-03-15 23:00,11.5,,2.8,230,85,1013.5
108,서울,2021-03-16 00:00,10.7,1.7,3.5,230,94,1013
108,서울,2021-03-16 01:00,9.8,,4.2,270,94,1013
108,서울,2021-03-16 02:00,9.3,,2.7,270,95,1012.7
108,서울,2021-03-16 03:00,9.2,1.3,2.4,250,94,1012.5
108,서울,2021-03-16 04:00,8.9,,3.1,270,91,1012.6
108,서울,2021-03-16 05:00,7.8,,2.8,270,82,1013.2
108,서울,2021-03-16 06:00,6.6,,2,320,71,1014.3
108,서울,2021-03-16 07:00,5.6,,1.8,290,59,1015.3
108,서울,2021-03-16 08:00,5.4,,3.1,290,54,1016.1
108,서울,2021-03-16 09:00,6.2,,2.8,340,55,1016.9
108,서울,2021-03-16 10:00,7.6,,3.7,360,47,1017
108,서울,2021-03-16 11:00,8.5,,4.4,290,38,1016.7
108,서울,2021-03-16 12:00,10.2,,2.5,290,34,1016.2
108,서울,2021-03-16 13:00,11.5,,3,290,30,1015.5
108,서울,2021-03-16 14:00,12.6,,2.9,270,30,1015.4
108,서울,2021-03-16 15:00,12.6,,4,250,27,1015.7
108,서울,2021-03-16 16:00,12.4,,4.3,270,28,1015.4
108,서울,2021-03-16 17:00,12,,3.6,250,37,1015.5
108,서울,2021-03-16 18:00,10.5,,4,250,41,1015.8
108,서울,2021-03-16 19:00,9.1,,3.7,290,41,1016.2
108,서울,2021-03-16 20:00,7.9,,2.6,290,43,1017
108,서울,2021-03-16 21:00,6.6,,2.5,270,48,1017.6
108,서울,2021-03-16 22:00,6,,3.3,290,48,1018.1
108,서울,2021-03-16 23:00,5.7,,2.9,290,48,1018.4
108,서울,2021-03-17 00:00,4.9,,2,270,50,1018.4
108,서울,2021-03-17 01:00,4.5,,1.5,270,50,1018.5
108,서울,2021-03-17 02:00,4.1,,1,50,54,1018.7
108,서울,2021-03-17 03:00,3.6,,1.2,290,52,1019.3
108,서울,2021-03-17 04:00,3.2,,1.3,320,54,1019.3
108,서울,2021-03-17 05:00,2.7,,1.1,340,56,1019.7
108,서울,2021-03-17 06:00,2.2,,.5,50,57,1019.9
108,서울,2021-03-17 07:00,1.9,,1.4,50,61,1019.6
108,서울,2021-03-17 08:00,2.8,,2.1,20,58,1020.2
108,서울,2021-03-17 09:00,5.8,,2.2,70,50,1020.1
108,서울,2021-03-17 10:00,8.5,,1.6,70,45,1020.6
108,서울,2021-03-17 11:00,10.6,,2.1,70,39,1020.1
108,서울,2021-03-17 12:00,12.7,,2.2,160,35,1019.5
108,서울,2021-03-17 13:00,14.2,,1.9,70,31,1018.6
108,서울,2021-03-17 14:00,15.5,,1.1,50,29,1017.7
108,서울,2021-03-17 15:00,16.7,,2.7,180,25,1017.4
108,서울,2021-03-17 16:00,17.4,,2,200,24,1017.3
108,서울,2021-03-17 17:00,16.4,,3.8,250,34,1017.2
108,서울,2021-03-17 18:00,13.7,,3.4,270,39,1017.9
108,서울,2021-03-17 19:00,11,,2.8,270,45,1018.9
108,서울,2021-03-17 20:00,9.5,,1,180,50,1019.6
108,서울,2021-03-17 21:00,8.6,,1.6,230,53,1019.9
108,서울,2021-03-17 22:00,8.8,,2.2,290,45,1019.9
108,서울,2021-03-17 23:00,7.9,,1,290,45,1020.3
108,서울,2021-03-18 00:00,7.2,,.9,270,48,1020.3
108,서울,2021-03-18 01:00,6.9,,1.2,270,55,1020.4
108,서울,2021-03-18 02:00,6.2,,1.6,270,59,1020.7
108,서울,2021-03-18 03:00,5.9,,1,70,62,1020.3
108,서울,2021-03-18 04:00,5.5,,2,50,63,1019.7
108,서울,2021-03-18 05:00,5.4,,1.4,50,64,1020.2
108,서울,2021-03-18 06:00,5.1,,2.5,50,67,1020.2
108,서울,2021-03-18 07:00,5.1,,1,70,67,1021
108,서울,2021-03-18 08:00,6.1,,1.5,50,67,1021.3
108,서울,2021-03-18 09:00,8.8,,1.8,70,58,1021.6
108,서울,2021-03-18 10:00,11.5,,2.4,70,52,1021.2
108,서울,2021-03-18 11:00,13.6,,2.3,110,46,1020.5
108,서울,2021-03-18 12:00,15.2,,1.9,140,43,1019.5
108,서울,2021-03-18 13:00,16.6,,1.9,180,40,1018.6
108,서울,2021-03-18 14:00,16.3,,1.8,290,40,1017.9
108,서울,2021-03-18 15:00,17.8,,2,180,36,1017.2
108,서울,2021-03-18 16:00,18.1,,1.3,270,34,1017.3
108,서울,2021-03-18 17:00,16.9,,3.7,250,37,1017.7
108,서울,2021-03-18 18:00,15.3,,3.3,270,40,1018.2
108,서울,2021-03-18 19:00,14.2,,1.7,230,46,1018.8
108,서울,2021-03-18 20:00,13.6,,1.3,230,48,1018.2
108,서울,2021-03-18 21:00,13.3,,2.1,290,48,1019.1
108,서울,2021-03-18 22:00,12.9,,1.4,270,48,1019.1
108,서울,2021-03-18 23:00,12.7,,1.1,50,47,1018.9
108,서울,2021-03-19 00:00,12.5,,.8,20,47,1019.1
108,서울,2021-03-19 01:00,12.4,,1.7,70,49,1018.9
108,서울,2021-03-19 02:00,12.5,,2.4,50,52,1018.9
108,서울,2021-03-19 03:00,12.4,,2.6,50,55,1019.1
108,서울,2021-03-19 04:00,12.2,,1.8,70,55,1019
108,서울,2021-03-19 05:00,12,,1.8,90,57,1019.3
108,서울,2021-03-19 06:00,11.6,,1.3,50,59,1019.9
108,서울,2021-03-19 07:00,11.6,,2.6,140,60,1020
108,서울,2021-03-19 08:00,11.6,,2.1,70,61,1020.8
108,서울,2021-03-19 09:00,12.9,,2.7,140,55,1021
108,서울,2021-03-19 10:00,14.4,,3.1,140,48,1020.4
108,서울,2021-03-19 11:00,15.6,,3.2,90,43,1020.1
108,서울,2021-03-19 12:00,17.4,,2.2,110,37,1019.3
108,서울,2021-03-19 13:00,18.4,,2.9,160,36,1018.3
108,서울,2021-03-19 14:00,19.2,,1.8,230,34,1017.6
108,서울,2021-03-19 15:00,19.8,,2.4,70,35,1016.4
108,서울,2021-03-19 16:00,20.2,,2.5,200,33,1015.7
108,서울,2021-03-19 17:00,19.9,,2.1,110,35,1015.1
108,서울,2021-03-19 18:00,18,,3.9,250,42,1015.9
108,서울,2021-03-19 19:00,16.1,,3.1,270,49,1016.3
108,서울,2021-03-19 20:00,15.5,,2.6,270,50,1016.8
108,서울,2021-03-19 21:00,15.2,,1.8,270,51,1017.2
108,서울,2021-03-19 22:00,14.8,,.9,270,53,1017.2
108,서울,2021-03-19 23:00,14.8,,3,110,50,1016.6
108,서울,2021-03-20 00:00,14.7,,2.9,140,49,1016.5
108,서울,2021-03-20 01:00,14.2,,2.6,140,49,1015.9
108,서울,2021-03-20 02:00,13.7,,2.7,110,48,1015.5
108,서울,2021-03-20 03:00,13.3,,2.9,160,47,1015.6
108,서울,2021-03-20 04:00,12.7,,2.6,110,47,1014.6
108,서울,2021-03-20 05:00,12.2,,2.4,110,44,1014.3
108,서울,2021-03-20 06:00,12,,2.9,110,46,1014.1
108,서울,2021-03-20 07:00,11.8,,2.5,140,46,1013.9
108,서울,2021-03-20 08:00,11.4,,2.5,140,53,1013.4
108,서울,2021-03-20 09:00,10.6,0,3.8,160,59,1013.4
108,서울,2021-03-20 10:00,9.1,,1.5,160,81,1014.2
108,서울,2021-03-20 11:00,8.8,,1.5,180,83,1014.4
108,서울,2021-03-20 12:00,8.8,3.7,.5,70,87,1013.9
108,서울,2021-03-20 13:00,8.8,,1.6,360,89,1013.1
108,서울,2021-03-20 14:00,9,,1.5,360,89,1012.7
108,서울,2021-03-20 15:00,9.2,1.2,.8,70,90,1011.6
108,서울,2021-03-20 16:00,9.5,,1.6,110,88,1011.1
108,서울,2021-03-20 17:00,9.5,,1.5,340,86,1011.2
108,서울,2021-03-20 18:00,9.4,,2.8,270,87,1011.5
108,서울,2021-03-20 19:00,8.9,,2.1,320,92,1011.6
108,서울,2021-03-20 20:00,8.6,,2,290,90,1012
108,서울,2021-03-20 21:00,8.3,.2,3.2,250,92,1012.6
108,서울,2021-03-20 22:00,7.9,,2.8,250,89,1013.1
108,서울,2021-03-20 23:00,7.7,,3.7,270,89,1013.2
108,서울,2021-03-21 00:00,7.4,0,2.5,270,89,1013.3
108,서울,2021-03-21 01:00,7.1,,2.7,270,88,1012.9
108,서울,2021-03-21 02:00,6.7,,2.8,270,88,1013.3
108,서울,2021-03-21 03:00,6.2,,3.4,270,87,1013.2
108,서울,2021-03-21 04:00,5.5,,2.6,290,79,1012.8
108,서울,2021-03-21 05:00,5.1,,3.2,250,83,1013
108,서울,2021-03-21 06:00,4.7,,2.9,250,86,1013.2
108,서울,2021-03-21 07:00,4.7,,3.5,270,85,1013.3
108,서울,2021-03-21 08:00,4.9,,3.2,270,86,1013.7
108,서울,2021-03-21 09:00,5.5,,3,270,80,1013.8
108,서울,2021-03-21 10:00,5.9,,3.1,270,75,1014.1
108,서울,2021-03-21 11:00,6.7,,3.4,250,73,1013.9
108,서울,2021-03-21 12:00,8,,5.7,270,57,1013.1
108,서울,2021-03-21 13:00,6.7,,3.2,270,70,1013.2
108,서울,2021-03-21 14:00,7.9,,5.6,250,58,1013
108,서울,2021-03-21 15:00,8,.3,5.4,270,48,1013.1
108,서울,2021-03-21 16:00,7.8,,5.7,290,46,1013.5
108,서울,2021-03-21 17:00,7.2,,6.4,290,48,1014.2
108,서울,2021-03-21 18:00,6.1,,5.8,270,50,1015.4
108,서울,2021-03-21 19:00,5.3,,5,270,54,1016.4
108,서울,2021-03-21 20:00,5.2,,4.6,270,56,1017.1
108,서울,2021-03-21 21:00,4.6,,5.1,270,56,1018.2
108,서울,2021-03-21 22:00,3.9,,5,270,60,1019
108,서울,2021-03-21 23:00,3.5,,3.7,250,63,1019.7
108,서울,2021-03-22 00:00,3.2,,3.9,270,63,1020
108,서울,2021-03-22 01:00,2.8,,2.7,250,63,1020.3
108,서울,2021-03-22 02:00,2.5,,3,250,63,1020.3
108,서울,2021-03-22 03:00,2.2,,2.8,250,64,1020.2
108,서울,2021-03-22 04:00,1.9,,2.2,250,67,1020.3
108,서울,2021-03-22 05:00,1.7,,2,250,68,1020.5
108,서울,2021-03-22 06:00,1.5,,2.7,250,69,1020.9
108,서울,2021-03-22 07:00,1.1,,.3,0,70,1021
108,서울,2021-03-22 08:00,2.3,,1.8,250,68,1021.4
108,서울,2021-03-22 09:00,4.8,,2.9,270,54,1021.5
108,서울,2021-03-22 10:00,6.7,,3.5,270,49,1021.4
108,서울,2021-03-22 11:00,8.2,,3.1,270,42,1021
108,서울,2021-03-22 12:00,9.9,,3.6,250,36,1020.5
108,서울,2021-03-22 13:00,10.2,,4.7,230,36,1019.8
108,서울,2021-03-22 14:00,10.6,,5.2,230,36,1019.1
108,서울,2021-03-22 15:00,10.6,,4.8,250,40,1018.9
108,서울,2021-03-22 16:00,10.6,,5.3,230,40,1018.8
108,서울,2021-03-22 17:00,10.8,,3.6,250,27,1018.4
108,서울,2021-03-22 18:00,9.3,,5,230,34,1018.8
108,서울,2021-03-22 19:00,8.1,,3.4,230,42,1019.3
108,서울,2021-03-22 20:00,7.1,,3.3,230,59,1020.1
108,서울,2021-03-22 21:00,6.4,,3.2,200,65,1021.1
108,서울,2021-03-22 22:00,5.8,,1.5,250,69,1021.6
108,서울,2021-03-22 23:00,5.4,,2.5,180,78,1021.7
108,서울,2021-03-23 00:00,5.1,,2.3,250,80,1021.7
108,서울,2021-03-23 01:00,4.8,,1.9,250,80,1022
108,서울,2021-03-23 02:00,4.3,,1.8,250,79,1022.2
108,서울,2021-03-23 03:00,3.8,,.6,230,80,1021.8
108,서울,2021-03-23 04:00,3.3,,.5,110,84,1021.7
108,서울,2021-03-23 05:00,2.7,,1.5,50,86,1021.8
108,서울,2021-03-23 06:00,2.9,,1.8,110,90,1021.5
108,서울,2021-03-23 07:00,2.8,,2.3,20,87,1021.6
108,서울,2021-03-23 08:00,3.9,,2.5,50,84,1022.2
108,서울,2021-03-23 09:00,6.3,,1.3,90,75,1022.5
108,서울,2021-03-23 10:00,8.5,,1.3,140,68,1022.1
108,서울,2021-03-23 11:00,10.8,,3.1,200,61,1021.4
108,서울,2021-03-23 12:00,12.8,,3.5,200,55,1020.6
108,서울,2021-03-23 13:00,14.6,,4.3,230,48,1019.9
108,서울,2021-03-23 14:00,15.5,,4.5,230,46,1019.1
108,서울,2021-03-23 15:00,16,,3.4,200,39,1019.2
108,서울,2021-03-23 16:00,15.3,,4.1,230,37,1018.9
108,서울,2021-03-23 17:00,14.8,,4.4,250,35,1018.8
108,서울,2021-03-23 18:00,12.7,,5,200,49,1018.8
108,서울,2021-03-23 19:00,11.2,,3.1,200,54,1019.2
108,서울,2021-03-23 20:00,10.2,,3.4,230,55,1019.5
108,서울,2021-03-23 21:00,9.5,,1.8,250,57,1019.7
108,서울,2021-03-23 22:00,9.2,,2,200,57,1020
108,서울,2021-03-23 23:00,8.7,,1.6,200,57,1020.3
108,서울,2021-03-24 00:00,8.5,,2.2,180,63,1020.6
108,서울,2021-03-24 01:00,8.3,,3.4,200,65,1020.7
108,서울,2021-03-24 02:00,7.8,,1,160,64,1020.9
108,서울,2021-03-24 03:00,7.7,,3,180,69,1020.9
108,서울,2021-03-24 04:00,7.3,,1.6,160,67,1020.7
108,서울,2021-03-24 05:00,6.6,,1.1,50,72,1021.1
108,서울,2021-03-24 06:00,5.9,,.7,70,76,1021.4
108,서울,2021-03-24 07:00,5.9,,2,50,80,1021.5
108,서울,2021-03-24 08:00,6.6,,2.1,70,74,1021.8
108,서울,2021-03-24 09:00,8.6,,1.7,90,63,1021.7
108,서울,2021-03-24 10:00,10.1,,2.8,110,54,1021.9
108,서울,2021-03-24 11:00,12,,2.3,200,51,1021.8
108,서울,2021-03-24 12:00,13.8,,2.8,200,45,1021.2
108,서울,2021-03-24 13:00,15,,3.2,180,41,1020.1
108,서울,2021-03-24 14:00,15.8,,3.7,250,40,1019
108,서울,2021-03-24 15:00,16.6,,3.6,230,41,1018.2
108,서울,2021-03-24 16:00,16.7,,2.4,250,41,1017.7
108,서울,2021-03-24 17:00,15.4,,4.3,270,47,1018.2
108,서울,2021-03-24 18:00,14.1,,4.1,270,52,1018.8
108,서울,2021-03-24 19:00,11.9,,3.4,270,61,1019.3
108,서울,2021-03-24 20:00,10.8,,3,270,69,1020.4
108,서울,2021-03-24 21:00,10.5,,2.2,270,70,1020.5
108,서울,2021-03-24 22:00,10,,1.2,270,71,1020.4
108,서울,2021-03-24 23:00,9.3,,1.3,290,73,1020.8
108,서울,2021-03-25 00:00,9.1,,.8,270,76,1020.5
108,서울,2021-03-25 01:00,8.9,,1.1,250,78,1020.3
108,서울,2021-03-25 02:00,8.9,,.8,250,79,1019.8
108,서울,2021-03-25 03:00,9,,1.2,290,81,1019.9
108,서울,2021-03-25 04:00,9,,1.9,270,83,1020
108,서울,2021-03-25 05:00,9,,.6,290,82,1020.3
108,서울,2021-03-25 06:00,9.1,,.8,340,82,1020.8
108,서울,2021-03-25 07:00,8.5,,1.8,20,84,1021
108,서울,2021-03-25 08:00,8.8,,1.8,50,82,1021.7
108,서울,2021-03-25 09:00,10.1,,1.1,320,76,1022.3
108,서울,2021-03-25 10:00,12.7,,1.4,230,68,1022.3
108,서울,2021-03-25 11:00,14.6,,2.5,160,59,1022.1
108,서울,2021-03-25 12:00,15.8,,3,250,52,1021.7
108,서울,2021-03-25 13:00,17.1,,3,270,48,1021
108,서울,2021-03-25 14:00,18.8,,2.8,230,46,1020.1
108,서울,2021-03-25 15:00,18.5,,3.2,270,40,1019.8
108,서울,2021-03-25 16:00,18.1,,3.8,270,42,1019.8
108,서울,2021-03-25 17:00,17.5,,2.9,250,44,1019.7
108,서울,2021-03-25 18:00,15.5,,3.7,270,55,1020.2
108,서울,2021-03-25 19:00,13.1,,3.4,250,62,1020.6
108,서울,2021-03-25 20:00,11.9,,2.9,270,64,1021.1
108,서울,2021-03-25 21:00,10,,3.3,270,74,1022
108,서울,2021-03-25 22:00,8.6,,2,230,80,1022.1
108,서울,2021-03-25 23:00,7.5,,2.2,270,85,1021.9
